"Sample_ID","Date_collected","Site","Lab_sample","Date_read1","reader1","Sex1","Stage1","Duplicate_read","Date_read2","reader2","Sex2","Stage2","Notes","Sex_final","Stage_final","Date_read3","reader3","Sex3","Stage3"
"0623ASHC_04",2023-06-12,"ASHC",4,"02-20-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,"not much mantle present","Male","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_05",2023-06-12,"ASHC",5,"02-20-2025","Kyra Lenderman","Male","5_Spawning",FALSE,NA,NA,NA,NA,"great example of male spawning","Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_06",2023-06-12,"ASHC",6,"02-20-2025","Kyra Lenderman","Female","5_Spawning",TRUE,"03-24-2025","Mariah Kachmar","Female","5_Spawning",NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_07",2023-06-12,"ASHC",7,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_08",2023-06-12,"ASHC",8,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_09",2023-06-12,"ASHC",9,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,"~10% of mantle present","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_10",2023-06-12,"ASHC",10,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_11",2023-06-12,"ASHC",11,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_12",2023-06-12,"ASHC",12,"02-20-2025","Kyra Lenderman","Female","6_Post_Spawning",FALSE,NA,NA,NA,NA,"still spawning but majority of cells are underdeveloped","Female","6_Post_Spawning",NA,NA,NA,NA
"0623ASHC_13",2023-06-12,"ASHC",13,"02-20-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-24-2025","Mariah Kachmar","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_14",2023-06-12,"ASHC",14,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_15",2023-06-12,"ASHC",15,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_16",2023-06-12,"ASHC",16,"02-20-2025","Kyra Lenderman","Female","5_Spawning",TRUE,"03-24-2025","Mariah Kachmar","Female","5_Spawning",NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_17",2023-06-12,"ASHC",17,"02-20-2025","Kyra Lenderman","Male","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_18",2023-06-12,"ASHC",18,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_19",2023-06-12,"ASHC",19,"02-20-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-24-2025","Mariah Kachmar","Male","4_Late_Mature","majority is not spawning","Male","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_20",2023-06-12,"ASHC",20,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_21",2023-06-12,"ASHC",21,"02-20-2025","Kyra Lenderman","Male","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_22",2023-06-12,"ASHC",22,"02-20-2025","Kyra Lenderman","Male","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_23",2023-06-12,"ASHC",23,"02-20-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_24",2023-06-12,"ASHC",24,"02-20-2025","Kyra Lenderman","Female","6_Post_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0623ASHC_25",2023-06-12,"ASHC",25,"02-20-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_26",2023-06-12,"ASHC",26,"02-20-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,"bad cut","Female","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_27",2023-06-12,"ASHC",27,"02-20-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-24-2025","Mariah Kachmar","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_28",2023-06-12,"ASHC",28,"02-20-2025","Kyra Lenderman","Male","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_29",2023-06-12,"ASHC",29,"02-20-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,"majority is not spawning","Male","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_30",2023-06-12,"ASHC",30,"02-20-2025","Kyra Lenderman","Female","5_Spawning",TRUE,"03-24-2025","Mariah Kachmar","Female","5_Spawning",NA,"Female","5_Spawning",NA,NA,NA,NA
"0623FENC_01",2023-06-14,"FENC",1,"04-17-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","5_Spawning"
"0623FENC_02",2023-06-14,"FENC",2,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-27-2025","Mariah Kachmar","Male","5_Spawning",NA,"Male","5_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_03",2023-06-14,"FENC",3,"04-17-2025","Kyra Lenderman","Female","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Female","3_Early_Active","04-22-2025","Sarina Dery","Female","3_Early_Active"
"0623FENC_04",2023-06-14,"FENC",4,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_05",2023-06-14,"FENC",5,"04-17-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"03-27-2025","Mariah Kachmar","Female","5_Spawning",NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","6_Post_Spawning"
"0623FENC_06",2023-06-14,"FENC",6,"04-17-2025","Kyra Lenderman","Male","7_Reabsorbing",FALSE,NA,NA,NA,NA,NA,"Male","7_Reabsorbing","04-22-2025","Sarina Dery","Male","7_Reabsorbing"
"0623FENC_07",2023-06-14,"FENC",7,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","4_Late_Mature","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_08",2023-06-14,"FENC",8,"04-17-2025","Kyra Lenderman","Female","5_Spawning",TRUE,"03-27-2025","Mariah Kachmar","Female","6_Post_Spawning",NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","5_Spawning"
"0623FENC_09",2023-06-14,"FENC",9,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","6_Post_Spawning","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_10",2023-06-14,"FENC",10,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_11",2023-06-14,"FENC",11,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-27-2025","Mariah Kachmar","Male","6_Post_Spawning","Very dieseased","Male","6_Post_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_12",2023-06-14,"FENC",12,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","6_Post_Spawning","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_13",2023-06-14,"FENC",13,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-27-2025","Mariah Kachmar","Male","5_Spawning",NA,"Male","5_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_14",2023-06-14,"FENC",14,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,"some areas partially spawned - SD","Female","6_Post_Spawning","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_15",2023-06-14,"FENC",15,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_16",2023-06-14,"FENC",16,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_17",2023-06-14,"FENC",17,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,"<5% mantle present","Male","5_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_18",2023-06-14,"FENC",18,"04-17-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"03-27-2025","Mariah Kachmar","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning","04-22-2025","Sarina Dery","Female","6_Post_Spawning"
"0623FENC_19",2023-06-14,"FENC",19,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_20",2023-06-14,"FENC",20,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_21",2023-06-14,"FENC",21,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_22",2023-06-14,"FENC",22,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_23",2023-06-14,"FENC",23,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-27-2025","Mariah Kachmar","Male","5_Spawning",NA,"Male","5_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_24",2023-06-14,"FENC",24,"04-17-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","5_Spawning"
"0623FENC_25",2023-06-14,"FENC",25,"04-17-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-22-2025","Sarina Dery","Female","4_Late_Mature"
"0623FENC_26",2023-06-14,"FENC",26,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_27",2023-06-14,"FENC",27,"04-17-2025","Kyra Lenderman","Male","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Male","3_Early_Active","04-22-2025","Sarina Dery","Male","3_Early_Active"
"0623FENC_28",2023-06-14,"FENC",28,"04-17-2025","Kyra Lenderman","Female","6_Post_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","6_Post_Spawning","04-22-2025","Sarina Dery","Female","6_Post_Spawning"
"0623FENC_29",2023-06-14,"FENC",29,"04-17-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-22-2025","Sarina Dery","Male","4_Late_Mature"
"0623FENC_30",2023-06-14,"FENC",30,"04-17-2025","Kyra Lenderman","Female","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Female","3_Early_Active","04-22-2025","Sarina Dery","Female","3_Early_Active"
"0623GOLD_01",2023-06-20,"GOLD",1,"04-24-2025","Kyra Lenderman","Hermaphrodite","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Hermaphrodite","6_Post_Spawning","04-23-2025","Sarina Dery","Hermaphrodite","4_Late_Mature"
"0623GOLD_02",2023-06-20,"GOLD",2,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,"partially spawned -SD","Female","5_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_03",2023-06-20,"GOLD",3,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_04",2023-06-20,"GOLD",4,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning","partially spawned -SD","Female","5_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_05",2023-06-20,"GOLD",5,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_06",2023-06-20,"GOLD",6,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning","partially spawned -SD","Female","5_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_07",2023-06-20,"GOLD",7,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_08",2023-06-20,"GOLD",8,"04-24-2025","Kyra Lenderman","Female","5_Spawning",FALSE,NA,NA,NA,NA,"partially spawned -SD","Female","5_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_09",2023-06-20,"GOLD",9,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_10",2023-06-20,"GOLD",10,"04-24-2025","Kyra Lenderman","Male","3_Early_Active",FALSE,NA,NA,NA,NA,"majority w/o tails -SD","Male","5_Spawning","04-23-2025","Sarina Dery","Male","3_Early_Active"
"0623GOLD_11",2023-06-20,"GOLD",11,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","3_Early_Active"
"0623GOLD_12",2023-06-20,"GOLD",12,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning","partially spawning - KL","Female","5_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_13",2023-06-20,"GOLD",13,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,"diseased -SD","Female","6_Post_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_14",2023-06-20,"GOLD",14,"04-24-2025","Kyra Lenderman","Male","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-23-2025","Sarina Dery","Male","3_Early_Active"
"0623GOLD_15",2023-06-20,"GOLD",15,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,"abnormal egg shapes","Female","5_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_16",2023-06-20,"GOLD",16,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_17",2023-06-20,"GOLD",17,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Male","5_Spawning",NA,"Male","5_Spawning","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_18",2023-06-20,"GOLD",18,"04-24-2025","Kyra Lenderman","Male","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","3_Early_Active"
"0623GOLD_19",2023-06-20,"GOLD",19,"04-24-2025","Kyra Lenderman","Male","3_Early_Active",FALSE,NA,NA,NA,NA,"partially late  mature  -SD","Male","5_Spawning","04-23-2025","Sarina Dery","Male","3_Early_Active"
"0623GOLD_20",2023-06-20,"GOLD",20,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning",NA,"Female","5_Spawning","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_21",2023-06-20,"GOLD",21,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,"some sections spawned -SD","Male","5_Spawning","04-21-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_22",2023-06-20,"GOLD",22,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-21-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_23",2023-06-20,"GOLD",23,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,"not much mantle present","Male","4_Late_Mature","04-21-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_24",2023-06-20,"GOLD",24,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-21-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_25",2023-06-20,"GOLD",25,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Male","4_Late_Mature","looks like there's a cut animal","Male","4_Late_Mature","04-21-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_26",2023-06-20,"GOLD",26,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-21-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_27",2023-06-20,"GOLD",27,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,"some spots of connective tissue between follicles, early active -SD","Male","5_Spawning","04-21-2025","Sarina Dery","Male","4_Late_Mature"
"0623GOLD_28",2023-06-20,"GOLD",28,"04-24-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning","Many hemocytes","Female","5_Spawning","04-21-2025","Sarina Dery","Male","3_Early_Active"
"0623GOLD_29",2023-06-20,"GOLD",29,"04-24-2025","Kyra Lenderman","Female","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-21-2025","Sarina Dery","Female","4_Late_Mature"
"0623GOLD_30",2023-06-20,"GOLD",30,"04-24-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","5_Spawning","04-21-2025","Sarina Dery","Male","4_Late_Mature"
"0623LAUR_01",2023-06-20,"LAUR",1,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","6_Post_Spawning","04-23-2025","Sarina Dery","Female","6_Post_Spawning"
"0623LAUR_02",2023-06-20,"LAUR",2,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"03-25-2025","Mariah Kachmar","ND","2_Developing",NA,"ND","2_Developing","04-23-2025","Sarina Dery","ND","7_Reabsorbing"
"0623LAUR_03",2023-06-20,"LAUR",3,"04-23-2025","Kyra Lenderman","Female","3_Early_Active",FALSE,NA,NA,NA,NA,"Heavily diseased","Female","3_Early_Active","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_04",2023-06-20,"LAUR",4,"04-23-2025","Kyra Lenderman","Female","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Female","3_Early_Active","04-23-2025","Sarina Dery","Female","3_Early_Active"
"0623LAUR_05",2023-06-20,"LAUR",5,"04-23-2025","Kyra Lenderman","Female","3_Early_Active",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning",NA,"Female","3_Early_Active","04-23-2025","Sarina Dery","Female","3_Early_Active"
"0623LAUR_06",2023-06-20,"LAUR",6,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623LAUR_07",2023-06-20,"LAUR",7,"04-23-2025","Kyra Lenderman","Male","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Male","3_Early_Active","04-23-2025","Sarina Dery","Male","3_Early_Active"
"0623LAUR_08",2023-06-20,"LAUR",8,"04-23-2025","Kyra Lenderman","Female","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Female","5_Spawning","04-23-2025","Sarina Dery","Female","3_Early_Active"
"0623LAUR_09",2023-06-20,"LAUR",9,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"03-25-2025","Mariah Kachmar","Female","6_Post_Spawning","check. heavily diseased? - SD","Female","6_Post_Spawning","04-23-2025","Sarina Dery","Female","6_Post_Spawning"
"0623LAUR_10",2023-06-20,"LAUR",10,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,"bad cut; <25% mantle","Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623LAUR_11",2023-06-20,"LAUR",11,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,"partially spawned? -SD","Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_12",2023-06-20,"LAUR",12,"04-23-2025","Kyra Lenderman","Male","3_Early_Active",FALSE,NA,NA,NA,NA,NA,"Male","3_Early_Active","04-23-2025","Sarina Dery","Male","3_Early_Active"
"0623LAUR_13",2023-06-20,"LAUR",13,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",FALSE,NA,NA,NA,NA,NA,"ND","7_Reabsorbing","04-23-2025","Sarina Dery","ND","7_Reabsorbing"
"0623LAUR_14",2023-06-20,"LAUR",14,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning",NA,"Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_15",2023-06-20,"LAUR",15,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_16",2023-06-20,"LAUR",16,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_17",2023-06-20,"LAUR",17,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623LAUR_18",2023-06-20,"LAUR",18,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_19",2023-06-20,"LAUR",19,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623LAUR_20",2023-06-20,"LAUR",20,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_21",2023-06-20,"LAUR",21,"04-23-2025","Kyra Lenderman","Female","5_Spawning",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning",NA,"Female","5_Spawning","04-23-2025","Sarina Dery","Female","5_Spawning"
"0623LAUR_22",2023-06-20,"LAUR",22,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",FALSE,NA,NA,NA,NA,NA,"Female","6_Post_Spawning","04-23-2025","Sarina Dery","Female","6_Post_Spawning"
"0623LAUR_23",2023-06-20,"LAUR",23,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",FALSE,NA,NA,NA,NA,NA,"ND","7_Reabsorbing","04-23-2025","Sarina Dery","ND","7_Reabsorbing"
"0623LAUR_24",2023-06-20,"LAUR",24,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","5_Spawning","partially spawned -SD check disease?","Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_25",2023-06-20,"LAUR",25,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623LAUR_26",2023-06-20,"LAUR",26,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623LAUR_27",2023-06-20,"LAUR",27,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",FALSE,NA,NA,NA,NA,"partially spawned - SD","Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_28",2023-06-20,"LAUR",28,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","6_Post_Spawning","Partially post spawn  - KL","Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0623LAUR_29",2023-06-20,"LAUR",29,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",FALSE,NA,NA,NA,NA,NA,"Male","4_Late_Mature","04-23-2025","Sarina Dery","Male","4_Late_Mature"
"0623LAUR_30",2023-06-20,"LAUR",30,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"03-25-2025","Mariah Kachmar","Female","6_Post_Spawning",NA,"Female","4_Late_Mature","04-23-2025","Sarina Dery","Female","4_Late_Mature"
"0624ASHC_01",2024-06-10,"ASHC",1,"07-31-2025","Sarina Dery","Female","4_Late_Mature",TRUE,"10-21-2025","Kyra Lenderman","Female","4_Late_Mature","spawning?- SD","Female","4_Late_Mature",NA,NA,NA,NA
"0624ASHC_02",2024-06-10,"ASHC",2,"07-31-2025","Sarina Dery","Female","4_Late_Mature",TRUE,"10-21-2025","Kyra Lenderman","Female","4_Late_Mature","No mantle - basing score off of one portion with mantle.","Female","4_Late_Mature",NA,NA,NA,NA
